pubmedid	journal	date	EF_id	EF_name	snp_id_current	pvalue
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs559928	0.00000000000008
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs559928	0.00000000000008
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs559928	0.00000000000008
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs568617	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs568617	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs568617	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs568617	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs568617	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs11236797	3e-43
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs11236797	3e-43
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs11236797	3e-43
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs11236797	3e-43
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs11236797	3e-43
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7115956	0.000000000008
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7115956	0.000000000008
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7115956	0.000000000008
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7115956	0.000000000008
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7115956	0.000000000008
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs4561177	0.000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs4561177	0.000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs4561177	0.000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs4561177	0.000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs4561177	0.000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs661054	0.00000000000002
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs661054	0.00000000000002
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs661054	0.00000000000002
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs661054	0.00000000000002
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs661054	0.00000000000002
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7933433	0.0000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7933433	0.0000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7933433	0.0000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7933433	0.0000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7933433	0.0000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs11221332	0.0000000002
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs11221332	0.0000000002
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs11221332	0.0000000002
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs11221332	0.0000000002
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs11221332	0.0000000002
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs1860545	3e-17
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs1860545	3e-17
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs1860545	3e-17
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs1860545	3e-17
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs1860545	3e-17
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs11616188	0.00000000000003
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs11616188	0.00000000000003
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs11616188	0.00000000000003
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs11616188	0.00000000000003
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs11616188	0.00000000000003
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7313895	4e-17
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7313895	4e-17
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7313895	4e-17
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7313895	4e-17
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7313895	4e-17
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs11168249	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs11168249	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs11168249	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs11168249	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs11168249	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs11614178	2e-34
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs11614178	2e-34
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs11614178	2e-34
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs11614178	2e-34
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs11614178	2e-34
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs12369214	0.00000002
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs12369214	0.00000002
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs12369214	0.00000002
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs12369214	0.00000002
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs12369214	0.00000002
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs3184504	0.0000000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs3184504	0.0000000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs3184504	0.0000000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs3184504	0.0000000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs3184504	0.0000000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs17085007	0.0000000000002
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs17085007	0.0000000000002
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs17085007	0.0000000000002
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs17085007	0.0000000000002
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs17085007	0.0000000000002
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs941823	0.00000000007
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs941823	0.00000000007
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs941823	0.00000000007
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs941823	0.00000000007
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs941823	0.00000000007
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs6561151	1e-22
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs6561151	1e-22
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs6561151	1e-22
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs6561151	1e-22
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs6561151	1e-22
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs6651252	2e-17
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs6651252	2e-17
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs6651252	2e-17
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs6651252	2e-17
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs6651252	2e-17
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs10758669	5e-43
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs10758669	5e-43
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs10758669	5e-43
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs10758669	5e-43
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs10758669	5e-43
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2812378	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2812378	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2812378	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2812378	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2812378	0.000000006
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7848647	1e-25
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7848647	1e-25
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7848647	1e-25
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7848647	1e-25
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7848647	1e-25
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs726657	0.00000000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs726657	0.00000000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs726657	0.00000000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs726657	0.00000000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs726657	0.00000000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7468800	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7468800	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7468800	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7468800	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7468800	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs4986790	0.00000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs4986790	0.00000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs4986790	0.00000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs4986790	0.00000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs4986790	0.00000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs10870077	6e-45
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs10870077	6e-45
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs10870077	6e-45
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs10870077	6e-45
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs10870077	6e-45
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs141992399	1e-31
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs141992399	1e-31
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs141992399	1e-31
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs141992399	1e-31
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs141992399	1e-31
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs3124998	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs3124998	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs3124998	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs3124998	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs3124998	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs61839660	0.000000000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs61839660	0.000000000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs61839660	0.000000000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs61839660	0.000000000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs61839660	0.000000000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs3118471	0.0000000000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs3118471	0.0000000000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs3118471	0.0000000000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs3118471	0.0000000000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs3118471	0.0000000000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs76913543	0.000000000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs76913543	0.000000000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs76913543	0.000000000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs76913543	0.000000000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs76913543	0.000000000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2104286	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2104286	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2104286	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2104286	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2104286	0.00000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2236379	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2236379	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2236379	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2236379	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2236379	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2050392	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2050392	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2050392	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2050392	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2050392	0.000000002
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs34779708	5e-29
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs34779708	5e-29
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs34779708	5e-29
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs34779708	5e-29
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs34779708	5e-29
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs10995271	3e-48
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs10995271	3e-48
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs10995271	3e-48
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs10995271	3e-48
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs10995271	3e-48
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7915475	0.0000000003
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7915475	0.0000000003
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7915475	0.0000000003
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7915475	0.0000000003
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7915475	0.0000000003
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2227551	0.00000003
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2227551	0.00000003
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2227551	0.00000003
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2227551	0.00000003
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2227551	0.00000003
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs1250573	2e-22
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs1250573	2e-22
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs1250573	2e-22
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs1250573	2e-22
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs1250573	2e-22
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs7097656	0.0000000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs7097656	0.0000000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs7097656	0.0000000000001
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs7097656	0.0000000000001
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs7097656	0.0000000000001
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs1800682	0.000000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs1800682	0.000000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs1800682	0.000000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs1800682	0.000000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs1800682	0.000000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2497318	0.00000000003
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2497318	0.00000000003
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2497318	0.00000000003
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2497318	0.00000000003
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2497318	0.00000000003
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs10748781	6e-51
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs10748781	6e-51
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs10748781	6e-51
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs10748781	6e-51
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs10748781	6e-51
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs1847472	0.0000000005
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs1847472	0.0000000005
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs1847472	0.0000000005
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs1847472	0.0000000005
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs1847472	0.0000000005
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs4946717	1e-21
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs4946717	1e-21
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs4946717	1e-21
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs4946717	1e-21
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs4946717	1e-21
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs28701841	0.0000000006
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs28701841	0.0000000006
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs28701841	0.0000000006
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs28701841	0.0000000006
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs28701841	0.0000000006
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs9491891	0.000000000000005
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs9491891	0.000000000000005
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs9491891	0.000000000000005
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs9491891	0.000000000000005
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs9491891	0.000000000000005
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs582757	1e-16
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs582757	1e-16
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs582757	1e-16
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs582757	1e-16
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs582757	1e-16
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs928722	0.00000000000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs928722	0.00000000000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs928722	0.00000000000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs928722	0.00000000000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs928722	0.00000000000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs9494840	0.000000003
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs9494840	0.000000003
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs9494840	0.000000003
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs9494840	0.000000003
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs9494840	0.000000003
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs2451258	5e-17
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs2451258	5e-17
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs2451258	5e-17
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs2451258	5e-17
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs2451258	5e-17
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs67025039	9.00000000000001e-25
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs67025039	9.00000000000001e-25
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs67025039	9.00000000000001e-25
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs67025039	9.00000000000001e-25
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs67025039	9.00000000000001e-25
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs1182188	0.00000000004
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs1182188	0.00000000004
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs1182188	0.00000000004
26974007	Nat Genet	2016-03-14	EFO:0000384	Crohn's disease	rs1182188	0.00000000004
26974007	Nat Genet	2016-03-14	EFO:0004268	sclerosing cholangitis	rs1182188	0.00000000004
26974007	Nat Genet	2016-03-14	EFO:0003898	ankylosing spondylitis	rs1525735	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000676	psoriasis	rs1525735	0.00000000900000000000001
26974007	Nat Genet	2016-03-14	EFO:0000729	ulcerative colitis	rs1525735	0.00000000900000000000001
